1,æ0bə0hə0li1mə0,a/bo/ha/li/ma/
1,æ0dmaɪ1ə0,a/dmi/re/
1,æ0dmɪ1ʃə0n,a/dmi/ssio/n
1,æ0dvæ1ntɪ0dʒ,a/dva/nta/ge
1,æ0dvaɪ1s,a/dvi/ce
1,æ0dvaɪ1z,a/dvi/se
1,æ0dvɛ1ntʃə0ɹ,a/dve/ntu/re
1,æ0dvɜ1ɹtə0zmə0nt,a/dve/rti/seme/nt
1,æ0ksɛ1pt,a/cce/pt
1,æ0ksɛ1ptə0bl,a/cce/pta/ble
2,æ0ktɪ1vɪ0tɪ0,a/cti/vi/ty/
2,æ0ktɪ1vɪ0tɪ0z,a/cti/vi/tie/s
1,æ0lɡoʊ1mə0,a/lgo/ma/
1,æ0mbɪ1ʃə0n,a/mbi/tio/n
1,æ0mbɪ1ʃə0s,a/mbi/tiou/s
2,æ0næ1lɪ0sɪ0s,a/na/ly/si/s
1,æ0ŋzaɪ1ə0tɪ0,a/nxi/e/ty/
1,æ1bsə0lu2t,a/bso/lu/te
1,æ1bsə0ns,a/bse/nce
1,æ1bsə0nt,a/bse/nt
1,æ1bə0ɹt,a/be/rt
2,æ1d,a/dd
1,æ1dvə0ɹb,a/dve/rb
1,æ1dvə0ɹsɛ2ɹɪ0z,a/dve/rsa/rie/s
1,æ1dvə0ɹtaɪ2z,a/dve/rti/se
2,æ1dɪ0d,a/dde/d
1,æ1də0ms#taʊ2n,a/da/ms#tow/n
1,æ1dʒɪ0ktɪ0v,a/dje/cti/ve
2,æ1dɹɛ2s,a/ddre/ss
2,æ1ftə0ɹ,a/fte/r
1,æ1ftə0ɹwə0ɹdz,a/fte/rwa/rds
1,æ1fɹɪ0kə0,a/fri/ca/
1,æ1ks,a/x
1,æ1ks,a/xe
1,æ1ksə0də0nt,a/cci/de/nt
1,æ1ksɛ2s,a/cce/ss
1,æ1kt,a/ct
2,æ1ktɪ0v,a/cti/ve
1,æ1ktə0ɹ,a/cto/r
1,æ1ktʃu2ə0lɪ0,a/ctu/a/lly/
1,æ1ktɹə0s,a/ctre/ss
1,æ1ktʃə0wə0l,a/ctu/a/l
1,æ1ktʃʊ0wə0l,a/ctu/a/l
1,æ1kʃə0n,a/ctio/n
1,æ1lbə0m,a/lbu/m
1,æ1lbə0ɹn,a/lbe/rn
1,æ1lfə0,a/lpha/
1,æ1lfə0bɛ2t,a/lpha/be/t
1,æ1lkə0hɑ2l,a/lco/ho/l
1,æ1m,a/m
1,æ1mɹə0,a/mre/
1,æ1n,a/n
1,æ1nd,a/nd
1,æ1nsə0ɹ,a/nswe/r
1,æ1nt,a/nt
1,æ1nt,au/nt
2,æ1nyu0ə0l,a/nnu/a/l
1,æ1nə0mə0l,a/ni/ma/l
1,æ1nə0mə0lz,a/ni/ma/ls
1,æ1pl,a/pple
1,æ1plz,a/pples
1,æ1plɪ0ŋ,a/ppli/ng
1,æ1pə0ɹtʃə0ɹ,a/pe/rtu/re
2,æ1sk,a/sk
1,æ1skt,a/sked
1,æ1skɪ0ŋ,a/ski/ng
1,æ1sɪ0d,a/ci/d
2,æ1t,a/t
1,æ1tə0m,a/to/m
1,æ1və0nu2,a/ve/nue/
1,æ1vɛ0ɹɪ0dʒ,a/ve/ra/ge
1,a1wə0ɹz,ou/r/s
1,a1wə0ɹɡlæ2sɪ0z,hou/r#gla/sse/s
2,æ1z,a/s
1,æ1ʃ,a/sh
1,æ1ŋkl,a/nkle
1,æ1ŋkʃə0s,a/nxiou/s
1,æ1ʃlaɪ2n,a/shli/ne
1,æ1ŋɡl,a/ngle
1,æ1ɹəʊ0,a/rrow/
1,æ1ɡɹɪ0kʌ2ltʃə0ɹ,a/gri/cu/ltu/re
1,æ1ŋɡə0ɹ,a/nge/r
1,æ1ŋɡɹɪ0,a/ngry/
1,æ2bsə0lu1tlɪ0,a/bso/lu/tely/
1,æ2dmə0ɹeɪ1ʃə0n,a/dmi/ra/tio/n
1,æ2ftə0ɹ#nu1n,a/fte/r#noo/n
1,æ2lu1vɪ0ə0m,a/llu/vi/u/m
1,æ2nti2fʌ1ŋɡə0l,a/nti/fu/nga/l
2,æ2plə0keɪ1ʃə0n,a/ppli/ca/tio/n
2,æ2plə0keɪ1ʃə0nz,a/ppli/ca/tio/ns
1,æ2pə0ɹæ1tə0s,a/ppa/ra/tu/s
1,aɪ0di1ə0,i/de/a/
1,aɪ0di1ə0z,i/de/a/s
1,aɪ0dɛ1ntə0faɪ2,i/de/nti/fy/
1,aɪ0dɪ1ə0l,i/de/a/l
1,aʊ0t#ɹeɪ1dʒə0s,ou/t#ra/geou/s
1,aɪ0tɪ1nə0ɹɛ2ɹɪ0z,i/ti/ne/ra/rie/s
1,aʊ0ə0ɹ#sɛ1lvz,ou/r/#se/lves
1,aɪ1,eye/
1,aɪ1,i/
1,aɪ1dl,i/dle
2,aɪ1lə0nd,i/sla/nd
1,aɪ1lə0ndz,i/sla/nds
1,aɪ1lɪ0ts,i/sle/ts
1,aɪ1lɪ2d,eye/li/d
1,aɪ1m,i/'m
1,aʊ1ns,ou/nce
1,aʊ1nsɪ0z,ou/nce/s
1,aɪ1s,i/ce
1,aɪ1sɪ0,i/cy/
1,aɪ1sə0l,ei/se/l
1,aʊ1t#dɔ1ɹz,ou/t#doo/rs
1,aʊ1t#dɔ2ɹ,ou/t#doo/r
1,aʊ1t#saɪ1d,ou/t#si/de
1,aʊ1t#wə0ɹd,ou/t#wa/rd
1,aʊ1t,ou/t
1,aʊ1tlaɪ2n,ou/tli/ne
1,aʊ1tʃ,ou/ch
1,aɪ1tə0m,i/te/m
1,aʊ1tə0ɹ,ou/te/r
1,aɪ1v,i/'ve
1,aɪ1z,eye/s
1,aɪ1zə0nbə0ɹɡ,i/se/nbe/rg
1,aɪ1ə0mz,i/a/ms
1,aɪ1ə0n,i/ro/n
1,aʊ1ə0ɹ,hou/r/
1,aʊ1ə0ɹ,ou/r/
1,aʊ1ə0ɹz,hou/r/s
1,aʊ1ɹlɪ0,hou/rly/
1,aɪ1əʊ0s,i/o/s
1,aɪ2dɪ0ɑ1lə0dʒə0st,i/de/o/lo/gi/st
1,aɪ2s#læ0ndɛ1ə0,i/ce#la/ndai/r/
1,bæ0kti1ɹɪ0ə0,ba/cte/ri/a/
1,bæ1d,ba/d
1,bæ1d#nə0s,ba/d#ne/ss
1,bæ1k#slæ2pɪ0ŋ,ba/ck#sla/ppi/ng
1,bæ1k#wə0ɹd,ba/ck#wa/rd
1,bæ1k#wə0ɹdz,ba/ck#wa/rds
1,bæ1k#ɡɹaʊ2nd,ba/ck#grou/nd
2,bæ1k,ba/ck
1,bæ1lə0ns,ba/la/nce
2,bæ1nd,ba/nd
1,bæ1nə0stə0ɹ,ba/nni/ste/r
1,bæ1nɪ0ʃ#mə0nt,ba/ni/sh#me/nt
1,bæ1skɛ0t,ba/ske/t
1,bæ1tl,ba/ttle
1,bæ1ɡ,ba/g
1,bæ1θ,ba/th
2,bæ1ŋk,ba/nk
1,bæ1ɡɪ0dʒ,ba/gga/ge
1,bæ1ɹə0l,ba/rre/l
1,bæ1ɹə0n,ba/rre/n
1,bæ1ɹɪ0ɡə0ɹ,ba/rri/ge/r
1,bæ2ŋk#ə0mɛ1ɹɪ0kə0,ba/nk#a/me/ri/ca/
1,baɪ0æ1ksɪ0ə0l,bi#a/xi/a/l
1,baɪ0ɑ1lə0dʒɪ0,bi/o/lo/gy/
1,baʊ1,bow/
1,baɪ1,buy/
1,baɪ1,by/
1,baɪ1nd,bi/nd
1,baʊ1nd,bou/nd
1,baʊ1ndə0ɹɪ0,bou/nda/ry/
1,baɪ1sɪ0kə0l,bi/cy/c/le
1,baɪ1t,bi/te
1,baɪ1tlə0ɹ,bei/tle/r
1,baʊ1ə0lz,bow/e/ls
1,baɪ2poʊ1lə0ɹ,bi/po/la/r
1,beɪ1,bay/
1,beɪ1,bay/h
1,beɪ1bɪ0,ba/by/
1,beɪ1k,ba/ke
1,beɪ1lvə0,be/lva/
2,beɪ1s,ba/se
2,beɪ1st,ba/sed
1,beɪ1sɪ0k,ba/si/c
1,beɪ1sɪ0kə0lɪ0,ba/si/ca/lly/
1,beɪ1sɪ0n,ba/si/n
1,beɪ1sɪ0nz,ba/si/ns
1,beɪ1sɪ0s,ba/si/s
1,beɪ1sɪ0ɹ,ba/se/r
1,beɪ1ð,ba/the
1,beɪ1ðɪ0ŋ,ba/thi/ng
1,beɪ1ʒ,bei/ge
1,beɪ1ə0nɛ2ts,ba/yo/ne/ts
2,bi1,be/
1,bi1,bee/
1,bi1k,bea/k
1,bi1m,bea/m
1,bi1n,bea/n
1,bi1st,bea/st
1,bi1t,bea/t
1,bi1tl,bea/tle
1,bi1tɔ2vɛ0n,bee/tho/ve/n
1,bi1ɪ0ŋ,be/i/ng
1,blæ1k,bla/ck
1,blæ1khə0m,bla/ckha/m
1,blæ1st,bla/st
1,blaɪ1nd#saɪ2dɪ0d,bli/nd#si/de/d
1,blaɪ1nd,bli/nd
1,bleɪ1d,bla/de
1,bleɪ1m,bla/me
1,bli1d,blee/d
1,bli1m,blea/m
1,bloʊ1,blow/
1,blu1,blue/
1,blu1mə0n#θɔ2l,blu/me/n#tha/l
1,blu1θ,blu/th
1,blʌ1d,bloo/d
1,blɑ1k,blo/ck
1,blɛ1s,ble/ss
1,blɔɪ1ə0ɹ,bloy/e/r
1,boʊ1æ0z,bo/a/z
1,boʊ1dɪ0,bo/dey/
1,boʊ1l,bow/l
1,boʊ1ld,bo/ld
1,boʊ1lt,bo/ldt
1,boʊ1n,bo/ne
1,boʊ1st,boa/st
1,boʊ1t,boa/t
1,boʊ1θ,bo/th
1,bu1n,boo/ne
1,bu1t,boo/t
1,byu1tɪ0,beau/ty/
1,byu1tɪ0fə0l,beau/ti/fu/l
1,byu1ɡlz,bu/gles
1,byɜ1ɹk,bje/rke
2,bɪ0fɔ1ɹ,be/fo/re
1,bɪ0haɪ1nd,be/hi/nd
1,bɪ0heɪ1v,be/ha/ve
1,bɪ0heɪ1vyə0ɹ,be/ha/vio/r
1,bɪ0keɪ1m,be/ca/me
2,bɪ0kʌ1m,be/co/me
1,bɪ0kʌ1mz,be/co/mes
1,bɪ0kɛ1t,be/que/tte
2,bɪ0kɔ1z,be/cau/se
1,bɪ0laɪ1ɪ0ŋ,be/ly/i/ng
1,bɪ0li1f,be/lie/f
1,bɪ0li1v,be/lie/ve
2,bɪ0loʊ1,be/low/
1,bɪ0lɔ1ŋ,be/lo/ng
1,bə0næ1nə0,ba/na/na/
1,bɪ0ni1θ,be/nea/th
1,bɪ0saɪ1d,be/si/de
1,bɪ0saɪ1dz,be/si/des
2,bɪ0twi1n,be/twee/n
1,bɪ0yɑ1nd,be/yo/nd
1,bɪ0ɡæ1n,be/ga/n
1,bɪ0ɡɪ1n,be/gi/n
1,bɪ0ɡɪ1nɪ0ŋ,be/gi/nni/ng
1,bɛ1d#ɹu2m,be/d#roo/m
1,bɛ1d,be/d
1,bɛ1du0ɪ2nz,be/dou/i/ns
1,bɑ1dɪ0,bo/dy/
1,bʌ1dʒɪ0tə0d,bu/dge/te/d
2,bʊ1k,boo/k
1,bɑ1ks,bo/x
1,bʊ1ks,boo/ks
1,bʌ1kv0t,bu/cke/t
1,bʊ1kə0ɹz,boo/ke/r's
1,bʊ1l#faɪ2tə0ɹ,bu/ll#fi/ghte/r
1,bɔ1l,ba/ll
1,bɛ1l,be/ll
2,bɪ1l,bi/ll
1,bɪ1ld,bui/ld
1,bʊ1ldoʊ2z,bu/lldo/ze
1,bɪ1ldɪ0ŋ,bui/ldi/ng
1,bɛ1lt,be/lt
1,bɪ1lt,bui/lt
1,bʊ1lə0t,bu/lle/t
1,bɪ1lɪ0ə0n,bi/lli/o/n
1,bɛ1ləʊ0z,be/llow/s
1,bɑ1m,bo/mb
1,bʌ1mz,bu/ms
1,bɪ1n,bee/n
1,bɛ1nd,be/nd
2,bʌ1ndl,bu/ndle
1,bʌ1ntʃ,bu/nch
1,bɛ1nə0fɪ0t,be/ne/fi/t
2,bɛ1nə0fɪ0ts,be/ne/fi/ts
1,bɪ1nə0m,by/nu/m
1,bʌ1s,bu/s
1,bɛ1st,be/st
1,bɪ1t,bi/t
1,bʌ1t,bu/t
1,bɑ1tl,bo/ttle
1,bɑ1tə0m,bo/tto/m
1,bʌ1tə0n,bu/tto/n
1,bɛ1tə0ɹ,be/tte/r
1,bɪ1tə0ɹ,bi/tte/r
1,bʌ1tə0ɹ,bu/tte/r
1,bʌ1tə0ɹɪ0ks,bu/tte/ri/ck's
1,bɪ1znɪ0s#laɪ2k,bu/sine/ss#li/ke
1,bɪ1znə0s#mæ2n,bu/sine/ss#ma/n
1,bɪ1zɪ0,bu/sy/
1,bɪ1zɪ0nɛ0s#laɪ2k,bu/si/ne/ss#li/ke
1,bɪ1zɪ0nɛ0s#mæ2n,bu/si/ne/ss#ma/n
1,bɪ1zɪ0nə0s,bu/si/ne/ss
1,bɑ1ɹ,ba/r
1,bɛ1ɡ,be/g
1,bɛ1θ,be/th
2,bɪ1ɡ,bi/g
1,bʊ1ʃ,bu/sh
1,bɛ1ə0,ba/re/
1,bɛ1ə0,bea/r/
1,bɪ1ə0,bee/r/
1,bɑ1ɹbə0ɹ,ba/rbe/r
1,bɪ1ɹd,bea/rd
1,bɜ1ɹd,bi/rd
2,bɔ1ɹd,boa/rd
1,bʌ1ɡd,bu/gged
1,bɜ1ɹdɪ0,bi/rdy/
1,bɔ1ɹdə0ɹ,bo/rde/r
1,bɑ1ɹkəʊ0z,ba/rco/'s
1,bɜ1ɹlæ0k,be/rla/ck
1,bɔ1ɹn,bo/rn
1,bɜ1ɹn,bu/rn
1,bɜ1ɹnt#sə0n,be/rnt#se/n
1,bɜ1ɹnz,by/rne's
1,bɑ1ɹnɪ0kə0l,ba/rni/c/le
1,bɑ1ɹnɪ0ʃ,ba/rni/sh
1,bɑ1ɹoʊ2,bo/rrow/
1,bɜ1ɹst,bu/rst
1,bɜ1ɹtɹə0nd,be/rtra/nd
1,bɔ1ɹz,bo/rs
1,bɜ1ɹθ#deɪ2,bi/rth#day/
1,bɜ1ɹθ,bi/rth
1,bɛ1ɹɪ0,be/rry/
1,bɜ1ɹɪ0,beu/ry/
1,bɛ1ɹɪ0,bu/ry/
1,bɪ1ɡɛ0st,bi/gge/st
1,bɪ1ɡə0ɹ,bi/gge/r
1,bɛ1ɹɪ0ə0l,bu/ri/a/l
1,bɜ1ɹɡlə0ɹ,bu/rgla/r
1,bɑ1ɹɡɛ0n,ba/rgai/n
1,bɛ2nzəʊ0dɪ0æ1zə0pɪ0n,be/nzo/di/a/ze/pi/ne
1,bɹæ1f,bra/ff
1,bɹæ1nd,bra/nd
1,bɹæ1ntʃ,bra/nch
1,bɹæ1s,bra/ss
1,bɹæ1ɡd,bra/gged
1,bɹaɪ1b,bri/be
1,bɹaɪ1bə0ɹɪ0,bri/be/ry/
1,bɹaʊ1n,brow/n
1,bɹaɪ1t,bri/ght
1,bɹaɪ1tn,bri/ghten
1,bɹaɪ1tə0lɪ0ŋ,brei/t/li/ng
1,bɹaʊ1zə0ɹz,brow/se/rs
1,bɹeɪ1k#θɹu2,brea/k#throu/gh
1,bɹeɪ1k,brea/k
1,bɹeɪ1ks,bra/kes
1,bɹeɪ1n,brai/n
1,bɹeɪ1v,bra/ve
1,bɹeɪ1və0ɹɪ0,bra/ve/ry/
1,bɹi1d,bree/d
1,bɹi1ð,brea/the
1,bɹu1də0ɹ,bru/de/r
1,bɹɪ0si1,bre/see/
1,bɔɪ1,boy/
1,bɹɔ1d#kæ2st,broa/d#ca/st
1,bɹɛ1d,brea/d
1,bɹɔ1d,broa/d
1,bɹɛ1dθ,brea/dth
1,bɹɪ1dʒ,bri/dge
1,bɹɪ1k,bri/ck
1,bɹɛ1kfə0st,brea/kfa/st
1,bɔɪ1l,boi/l
1,bɹɔ1n,braw/n
1,bɹɛ1sləʊ0,bre/slow/
1,bɹɛ1st,brea/st
2,bɹɔ1t,brou/ght
2,bɹɪ1tɪ0ʃ,bri/ti/sh
1,bɹʌ1ðə0ɹ,bro/the/r
1,bɹɛ1θ,brea/th
1,bɹɪ1ŋ,bri/ng
1,bɹʌ1ʃ,bru/sh
1,bɹɪ2ɡə0dɪ1ə0,bri/ga/dee/r/
1,bɹɔɪ1,broy/
1,dæ1leɪ2,da/lai/
1,dæ1mp,da/mp
1,dæ1mə0dʒ,da/ma/ge
1,dæ1ns,da/nce
1,dæ1tə0m,da/tu/m
1,dæ1ɹɪ0n,da/re/n
1,daɪ0vɜ1ɹdʒd,di/ve/rged
1,daɪ0ɹɛ1kt#nə0s,di/re/ct#ne/ss
2,daɪ0ɹɛ1ktə0ɹɪ0z,di/re/cto/rie/s
1,daɪ1,die/
1,daɪ1d,di/ed
1,daɪ1d,die/d
1,daɪ1kəʊ0,dy/co/
1,daɪ1mə0nd,di/amo/nd
1,daɪ1mə0nd,dia/mo/nd
1,daʊ1n#saɪ2d,dow/n#si/de
1,daɪ1n,di/ne
1,daʊ1n,dow/n
1,daɪ1nə0ɹz,di/na/rs
1,daɪ1oʊ2d,di/o/de
1,daʊ1t,dou/bt
1,daɪ1v,di/ve
1,daɪ1ə0ɹi0,di/a/ry/
1,daɪ1ə0ɡnoʊ1z,di/a/gno/se
1,daɪ1ə0ɡnoʊ1zd,di/a/gno/sed
1,daʊ1ɡə0n,dou/ga/n
1,daɪ2ʌ1mɪ0tə0ɹ,di/a/me/te/r
1,deɪ1,day/
1,deɪ1laɪ2t,day/li/ght
2,deɪ1lɪ0,dai/ly/
1,deɪ1mɪ0nt,de/mi/nt
1,deɪ1ndʒə0ɹ,da/nge/r
1,deɪ1ndʒə0ɹə0s,da/nge/rou/s
2,deɪ1t,da/te
1,deɪ1tə0,da/ta/
2,deɪ1vɪ0d,da/vi/d
1,deɪ1z,day/s
1,di1d,dee/d
1,di1l,dea/l
1,di1p,dee/p
1,di1pn,dee/pen
1,di2fɔ0ɹmeɪ1ʃə0n,de/fo/rma/tio/n
1,doʊ1nə0ɹz,do/no/rs
1,doʊ1sə0dʒ,do/sa/ge
1,du1,do/
2,du1,due/
1,du1s,doo/se
1,du1tɪ0,du/ty/
1,du1ə0bl,do/a/ble
1,du1ɪ0ŋ,do/i/ng
1,dwɛ1lɪ0ŋ,dwe/lli/ng
1,dɪ0faɪ1n,de/fi/ne
1,dɪ0fi1t,de/fea/t
1,dɪ0fɛ1nd,de/fe/nd
1,dɪ0fɛ1ndə0nt,de/fe/nda/nt
1,dɪ0fɛ1ns,de/fe/nse
1,dɪ0kæ1fə0neɪ2t,de/ca/ffei/na/te
1,dɪ0keɪ1,de/cay/
1,dɪ0klɛ1ə0,de/cla/re/
1,dɪ0kɹi1s,de/crea/se
1,dɪ0laɪ1t,de/li/ght
1,dɪ0leɪ1,de/lay/
1,dɪ0lɪ1nɪ0eɪ2ts,de/li/ne/a/tes
1,dɛ0lɪ1və0ɹ,de/li/ve/r
1,dɪ0lɪ1və0ɹɪ0,de/li/ve/ry/
1,dɪ0lɪ1ŋkwə0nts,de/li/nque/nts
1,dɪ0mæ1nd,de/ma/nd
1,dɪ0mɑ1kɹə0sɪ0,de/mo/cra/cy/
1,dɪ0naɪ1,de/ny/
1,dɪ0pɪ1kts,de/pi/cts
1,dɪ0pɛ1nd,de/pe/nd
1,dɪ0pɛ1ndz,de/pe/nds
1,dɪ0pɛ1ndə0ns,de/pe/nde/nce
1,dɪ0pɛ1ndə0nt,de/pe/nde/nt
2,dɪ0pɑ1ɹtmə0nt,de/pa/rtme/nt
1,dɪ0pɑ2pyə0leɪ1ʃə0n,de/po/pu/la/tio/n
1,dɪ0pɹɛ1s,de/pre/ss
1,dɪ0pɹɛ1ʃə0n,de/pre/ssio/n
1,dɪ0sæ1tə0sfaɪ2,di/ssa/ti/sfy/
1,dɪ0saɪ1sɪ0v,de/ci/si/ve
1,dɪ0seɪ2lɪ0neɪ1ʃə0n,de/sa/li/na/tio/n
1,dɪ0si1t,de/cei/t
1,dɪ0si1v,de/cei/ve
1,dɪ0skə0ntɛ1nt,di/sco/nte/nt
1,dɪ0skʌ1mfə0ɹt,di/sco/mfo/rt
1,dɪ0skʌ1s,di/scu/ss
1,dɪ0skʌ1və0ɹ,di/sco/ve/r
1,dɪ0skʌ1və0ɹd,di/sco/ve/red
1,dɪ0skʌ1və0ɹɪ0,di/sco/ve/ry/
1,dɪ0skɜ1ɹɪ0dʒ,di/scou/ra/ge
1,dɪ0skɜ1ɹɪ0dʒmə0nt,di/scou/ra/geme/nt
1,dɪ0skɹaɪ1b,de/scri/be
2,dɪ0skɹaɪ1bd,de/scri/bed
1,dɪ0skɹɪ1ptɪ0v,de/scri/pti/ve
1,dɪ0skɹɪ1pʃə0n,de/scri/ptio/n
1,dɪ0smɪ1s,di/smi/ss
2,dɪ0spaɪ1t,de/spi/te
2,dɪ0spleɪ1,di/splay/
1,dɪ0spyu1t,di/spu/te
1,dɪ0spɛ1ə0,de/spai/r/
1,dɪ0stɪ1lə0ɹz,di/sti/ller/'s
1,dɪ0stɜ1ɹb,di/stu/rb
1,dɪ0stɪ1ŋɡwɪ0ʃ,di/sti/ngui/sh
1,dɪ0stɹʌ1ktɪ0v,de/stru/cti/ve
1,dɪ0stɹʌ1kʃə0n,de/stru/ctio/n
1,dɪ0stɹɔɪ1,de/stroy/
1,dɪ0sɪ0nfɛ1kt,di/si/nfe/ct
1,dɪ0sə0ɡɹi1,di/sa/gree/
2,dɪ0sɛ1mbə0ɹ,de/ce/mbe/r
1,dɪ0sɛ1nd,de/sce/nd
1,dɪ0sɛ1ndə0nt,de/sce/nda/nt
1,dɪ0sɛ1nt,de/sce/nt
2,dɪ0sɪ1ʒə0n,de/ci/sio/n
1,dɪ0sɡʌ1st,di/sgu/st
1,dɪ0teɪ1l,de/tai/l
2,dɪ0teɪ1lz,de/tai/ls
1,də0tɜ1ɹmɪ0n,de/te/rmi/ne
1,də0tɜ1ɹmə0nd#lɪ0,de/te/rmi/ned#ly/
1,dɪ0tɜ1ɹmə0nd,de/te/rmi/ned
1,dɪ0tɜ1ɹmə0nə0bl,de/te/rmi/na/ble
1,dɪ0tɜ2ɹmə0neɪ1ʃə0n,de/te/rmi/na/tio/n
1,dɪ0vaɪ1d,di/vi/de
1,dɪ0vaɪ1s,de/vi/ce
1,dɪ0vɛ1lə0p,de/ve/lo/p
1,dɪ0vɛ1lə0pmə0nt,de/ve/lo/pme/nt
2,dɪ0vɛ1lə0pt,de/ve/lo/ped
1,dɪ0vɛ1lə0pɪ0ŋ,de/ve/lo/pi/ng
1,dɪ0vɪ1ʒə0n,di/vi/sio/n
1,dɛ0wʊ1lf,de/wo/lf
1,dɪ0zaɪ1n,de/si/gn
2,dɪ0zaɪ1nd,de/si/gned
1,dɪ0zaɪ1ə0,de/si/re/
1,dɪ0zaɪ1ɹə0bl,de/si/ra/ble
1,dɪ0zi1z,di/sea/se
1,dɪ0zɜ1ɹv,de/se/rve
1,də0ɹɛ1kt,di/re/ct
1,dɪ0ɹɛ1kt,di/re/ct
2,də0ɹɛ1ktlɪ0,di/re/ctly/
1,də0ɹɛ1ktə0ɹ,di/re/cto/r
2,dɪ0ɹɛ1ktə0ɹ,di/re/cto/r
1,dɪ0ɹɛ1ktə0ɹɪ0,di/re/cto/ry/
1,dɪ0ɹɛ1kʃə0n,di/re/ctio/n
1,dɪ0ɡɹi1,de/gree/
1,dɔ1#nɪ0,dau/gh#ney/
1,dʌ1bl,dou/ble
1,dɛ1d,dea/d
1,dɪ1d,di/d
1,dɪ1dnt,di/dn't
1,dɪ1dʒə0tə0l,di/gi/ta/l
1,dɛ1f,dea/f
1,dɛ1fn,dea/fen
1,dɪ1fə0kə0lt,di/ffi/cu/lt
1,dɪ1fə0kə0ltɪ0,di/ffi/cu/lty/
1,dɪ1fɪ0kʌ2ltɪ0z,di/ffi/cu/ltie/s
1,dɪ1fə0ɹɛ0ns,di/ffe/re/nce
1,dɪ1fə0ɹɛ0nt,di/ffe/re/nt
1,dʌ1k,du/ck
1,dɑ1ktə0ɹ,do/cto/r
1,dɑ1kyə0mɛ0nt,do/cu/me/nt
